뉴딜사업명,상위기관명,하위기관명,부서명,사업년도,상위사업분류,하위사업분류,사업유형,참여대상,전일근무 일근로시간,전일근무 시급,전일근무 계획인원,전일근무 금회선발인원,파트타임 일근로시간,파트타임 시급,파트타임 계획인원,파트타임 금회선발인원,근로기간 시작일자,근로기간 종료일자,사업목적,이런일을 합니다,근무조건,사업담당자 전화번호
서울공예박물관 학예전문실무인력 양성 사업,사업소,서울공예박물관,서울공예박물관 총무과,2020,문화,문화?예술?디자인?방송,시직접추진,청년,8,10530,33,23,0,0,0,,20200323,20201231,"□ 사업목적   ○ 박물관분야 전공 청년들의 현장실무 경험 수요 증가   ○ 박물관분야 청년전문가 역량 배양 및 취업연계 징검다리 역할  □ 사업내용   ○ 전시기획(작가와 작품 선정, 자료수집 등) 및 전시장 관리(전시장 및 안내요원 관리)   ○ 교육사업 운영, 홍보업무(박물관 SNS 등 홍보채널 운영)   ○ 소장작품 관리(DB구축 및 관리), 학술연구업무(리서치, 전시공간 조성), 자료실 운영","□ 배치부서 및 업무내용   ○ 수집연구과(10명)    - 유물수집(공개구입,기증 등) 및 소장품 등록 관리 보조(6명)    - 온오프라인 공예 아카이브 구축 및 등록 보조(2명)    - 아카이브실 조성 및 기관 아카이브 자료 구축 보조(1명)    - 도서관 조성 및 도서 자료 등록 보조(1명)   ○ 교육홍보과(5명)    - 지역공예전시 및 안내, 관리 등 업무 보조(1명)    - 박물관 홍보 및 그래픽디자인 등 업무 보조(1명)    - 어린이박물관 전시 조사 및 조성, 전시 안내 등 업무 보조(1명)    - 교육 기획 및 교육프로그램 조사, 운영과 안내 등 업무 보조(1명)    - 아시아 공예 조사 및 네트워크 구축 등 업무 보조(1명)   ○ 전시기획과(8명)    - 현대공예 전시자료 조사 및 연구 보조(1명)    - 현대공예사 자료조사 및 연구 보조(1명)    - 직물공예 전시자료 조사 및 연구 보조(1명)    - 직물공예 기증유물 조사 및 연구 보조(1명)    - 전통공예 전시자료 조사 및 연구 보조(1명)    - 디지털콘텐츠 전시자료 조사 및 연구 보조(1명)    - 전시공간 디자인 조사 및 연구 보조(1명)    - 공예작품 설치 코디네이터(1명)","□ 근무조건   ○ 주 40시간 / 일급 84,240원(시급 10,530원)   ○ 전 뉴딜일자리참여자(연구원) 명찰 제작하여 착용   ○ 사무 공간 마련 및 컴퓨터, 전화기 등 배치, 직무능력 배양 교육 등  □ 모집과별 우대조건   ○ 수집연구과     - 공예사, 미술사, 민속학 관련 전공자, 국공립박물관 유물등록관리 및 전시 지원 경력자     - 미술사학, 박물관학, 기록관리학 등 관련 학과 석사 수료 이상     - 사서자격증(준사서이상) 소지자 및 1년 이상 실무경력자   ○ 교육홍보과     - 박물관(역사학 등), 홍보(신문방송학 및 영상학 등) 관련 학과 전공자    ○ 전시기획과     - 공예 및 미술 전시기획 관련 학과 전공자(공예, 금속공예, 미술사, 미술이론, 예술학, 큐레이터학, 박물관학 등)     - 전시디자인 관련 학과 전공자(전시, 실내, 시각 디자인 등)     - 의류 및 복식사, 미술사 등 관련 학과 전공자     - 디지털 미디어 및 문화기술융복합 콘텐츠 관련 학과 전공자     - 미술관 및 미디어 관련 비엔날레 등 미디어 전시, 조형물 설치 유경험자(공예작품설치 코디네이터 경우)   ○ 공통 우대사항     - 문서, 그래픽 프로그램 활용 능력, 외국어 능력 우수자",02-2133-4078
우리는 강동구 청년활동가,자치구,강동구,일자리창출과,2020,문화,문화?예술?디자인?방송,자치구추긴,청년,8,10530,7,7,0,0,0,,20200323,20201231,"사업목적 - 지역 내 문화프로그램 기획을 위한 청년활동가를 통합 관리하여 적재적소에 필요한 청년활동가 배치 - 사업장 별 각기 다른 운영 목적을 이해하고 문화, 마을, 지역특화 사업 등을 이끌어 나갈 인재 필요  사업내용 - 마을활력소, 도시재생지원센터, 상상나루래에서 행사운영, 사업장 관리 - 사업장 공간 운영, 사업 지원 관리, 문화예술 프로그램 기획, 행사 홍보 등 ","마을활력소, 도시재생지원센터, 상상나루래 등 커뮤니티 활성화를 위한 프로그램 기획, 공간 운영, 행사 진행, 사업 관리 등 업무를 맡게됩니다. ",○ 필수자격증은 없음 ○ 컴퓨터관련 자격증 소지시 우대 ○ 서비스 마인드 가지신 분 우대 ' ,02-3425-5814
찾아가는 임대주택 일자리 상담사,투자출연기관,서울주택도시공사,주거복지기획부,2020,복지,사회복지?보육?상담,투자출연기관추진,일반,8,10530,31,31,0,0,0,,20200316,20201231," 서울형 뉴딜일자리 민간경상사업 ‘찾아가는 임대주택 일자리상담사’를 운영하여 뉴딜참여자에게는 직업상담 경험을 제공하고, 임대주택 입주민에게는 맞춤형 일자리상담 서비스를 실시하여 일자리 창출에기여 ","1. 서울주택도시공사가 관리하는 임대주택을 방문하여 입주민에게 찾아가는 일자리 상담서비스 제공   - 정보제공 : 각종 취업관련(구인, 직업훈련 등) 정보제공   - 일자리상담 : 내방 상담자 맞춤형 일자리 상담 서비스 실시   - 취업지원 : 자기소개서 컨설팅, 면접클리닉 및 동행면접 등 취업지원   - 자원연계 : 지역 민?관?공 일자리 자원연계, 교육기관 연계 및 알선   - 진로 및 교육상담 : 진로 및 진학상담, 취업 관련 자격증 취득 및 기술교육상담  2. 월~목까지 매일 다른 단지로 출근하며 단지 내 관리사무소,또는 임차인대표 회의실등에서 상담 진행  3. 상담실적을 SH시스템에 입력하여 내담자가 취업이 될 때까지 지속적인 취업연계 서비스 제공  4. 필요 시 서울시,또는 유관기관 등과 연계하여  이동상담 진행  5. 매주 금요일은 참여자   직무역량강화 교육실시 ","1. 일 8시간, 주 5일 근무  2. 서울주택도시공사가 관리하는 임대주택 약 50개 단지에   2인 1조 근무 3. 선발수행: 서울주택도시공사와 공동참여기관(주)지오코칭  4. 임대주택 입주민을 대상으로 일자리 상담, 취업지원, 외부자원 연계 업무 진행  5. 직업상담사2급이상 자격증 필수   ",02-6940-8698
소셜 플랫폼 전문마케터 양성 및 청년인턴 연계과정(4기),민간공모,민간공모,(사)ESC상생포럼,2020,경제,마케팅?판매?부동산,민간공모,청년,8,10530,25,,0,0,0,,20200316,20201031,○ 사업 목적 및 내용  - 청년층 구인수요가 높은 SNS마케팅 전문가를 양성해 근로여건이 우수한 구인기업에 인턴으로 파견하여 서울시 청년 구직자와 민간기업 간 채용 연계 도모  - 서울시 청년 참여자의 민간기업 일경험(인턴쉽)을 통해 청년취업 유망 분야로의 신규 일자리 창출  - 청년 취업유망분야의 기업과 청년 지원을 통한 청년 고용률 향상 ,"○ SNS전문가 양성   - 3개월동안 인턴근무를 통해 지원을 받고, 정규직 전환 및 안착을 위한 교육을 통해 실무에서 사용하는 실무형 교육 및 SNS마케팅을 기반으로 전반적인 전문 마케터 업무 수행을 진행 함.","○ 추진절차 : 참여자선발 ▷ 직무교육 ▷ 민간기업 현장실무(인턴) ▷ 정규직 채용 알선  - 교육: 일 20천원 지급  - 인턴: 월 2,224천원 수준 (3개월 급여 지원)  - 근무시간: 1일 09시~18시 (8H) / 회사 상황에 따라 달라질 수 있음  - 근무일수: 주 5일 근무 ",02-6954-6896
서울에너지설계사,본청,기후환경본부,에너지시민협력과,2020,"환경,안전",환경?에너지?안전,시직접추진,일반,8,10530,50,50,0,0,0,,20200316,20201215,"사업목적  ○ 건물 에너지절감을 통한 서울시 원전하나줄이기 절약 및 효율 부문 성과  ○ 참여자의 직업역량 배양을 통한 에너지분야의 민간일자리 진입 촉진  사업내용  ○ 에너지의 효율적 사용과 절약방법, 건물 에너지컨설팅 서비스 및 보고서 작성  ○ 에너지사용현황 실태조사 및 시기별 에너지절약 캠페인 ","○ 건물 에너지컨설팅, 전기요급제도 컨설팅 및 전력수요관리  ○ 에너지공동체 등 에너지사용실태조사 컨설팅 및 시기별 에너지절약 캠페인  ○ 기업현장 실습 및 원전하나줄이기 관련 제도와 정책 홍보","○ 근무시간 : 주 5일 (오전 9시~ 18시, 8시간 근무)  ○ 근로기간 : 9개월(20.3.16~12.15)  ○ 근무지 : 서울시 전역  ○ 급여 : 1일 84,240원 (주휴수당,연차수당 지급, 출장비(5000원)지급)  ○ 자격증 응시 비용, 직업훈련 교육비 일부 지급  ○ 취?창업 교육  ○ 접수방법: 방문접수 (서울특별시 중구 덕수궁길 15 서소문청사 2동 1층 에너지설계사실)  *우대사항 ○ 에너지, 환경, 전기,전자,건축, 기계, 도시 관련 전공자 및 졸업예정자 우대 ○ 에너지, 환경, 전기, 전자, 건축, 기계장비설비 관련 자격증 소지자 우대 ○ 에너지, 환경 분야 6개월 이상 경력자 우대 ○ 컴퓨터활용 관련자격증 소지자 우대",02-2133-3716
시민사회활동가 양성 프로젝트,본청,여성가족실,여성정책담당관,2020,경제,기획?회계?사무,민간공모,여성,8,10530,16,,0,0,0,,20200304,20201231,"<사업목적> ○ 여성단체의 활동력 강화를 통한 서울의 성평등 활동역량 확산  ○ 청년여성 및 경력단절여성의 실무 참여를 통한 여성단체 활동 활성화  ○ 청년여성 및 경력단절여성의 여성단체 활동참여를 통한 성평등 역량강화 <사업내용> ○ 시민사회 활동가 및 활동단체 모집?선정 ○ 여성 시민사회 활동가 역량 강화 교육 ○ 시민사회 활동가 참여자 활동(단체활동업무 진행, 캠페인 및 행사 기획 및 진행 등) 지원","<업무내용> ○ 역할 : 단체 일상 업무(대외홍보업무, 언론 모니터링, 세부 프로젝트 참여 등) ○ 직무역량 : 시민사회, 성평등 활동에 대한 이해 등 ○ 경력경로 및 비전 : 시민사회 활동가로 성장 가능 <교   육> ○ 교육시간 : 총 66시간 ○ 교육방법 : 배치 전 오리엔테이션, 현직 활동가 교육, 실무역량교육, 워크숍 등 ○ 교육내용 : 시민사회 활동 프로세스, 실무역량 강화교육(홍보를 위한 영상제작, 문서작업), 여성주의 인식론 등","○ 매니저 배치 : 매니저 1인당 참여자 15인 배정 관리(매니저 1명 배치) ○ 사무공간 마련, 사무기기 및 시설 구비  - 여성단체, 여성사회적경제조직 등 사업장 약 15개에 16명 참여자 근로  - 사업장 실사를 통해 사무공간 확보 가능여부를 확인 후 기관별로 참여자의 사업진행을 위해 필요한 사무기기 및 사무용품을 배치  ○ 기타, 특화 프로그램 운영  - 예비 활동가와 단체와의 만남    ? 뉴딜일자리 지원자에게 참여단체 담당자가 직접 단체 활동 내용과 시민사회활동가의 담당 업무를 소개    ? 단체 소개 및 참여자의 담당업무를 소개하여 지원자의 희망 근무지 선택 및 매칭이 용이하도록 지원     - 현장방문 모니터링    ? 사업 참여단체 현장방문(기관당 연1회 이상)과 담당자, 참여자 인터뷰를 통해 현재 근무상황, 환경, 단체 적응상황 파악    ? 사업 지원 시 제출한 단체 사업계획서와 참여자 이력서를 바탕으로 기관의 정보, 특성 및 참여자의 기본정보와 지원동기를 파악한 뒤 참여자별 개별 체크리스트를 만들어 현장 점검    ? 담당자와의 면담을 통해 사업 진행 확인 및 점검, 계획과 변경",02-2133-2034
콘텐츠 전문 프로듀서 ,본청,경제실,산업거점활성화반,2020,문화,문화?예술?디자인?방송,민간공모,청년,8,10530,20,20,0,0,0,0,20200302,20201231,"○ 상상산업에 필요한 콘텐츠 전문 프로듀서 양성 및 일자리 창출    - 민간단체 네트워크를 활용한 교육, 실무경험 지원을 통한 전문 인력 양성    - 현장 중심 인재를 양성하여 양질의 문화콘텐츠 생산의 기반 마련  ○ 콘텐츠 전문 프로듀서 선발/교육 및 실습/인턴쉽/평가   - 참여자 및 참여 기업 모집   - 업무 특성을 고려한 전문 교육   - 인턴쉽 및 취업연계 (인턴 매칭 및 관리, 종료 후 취업연계)","○ 역할 : 기획 프로듀서, 제작 프로듀서 ○ 직무역량 : 기획력, 창의력, 콘텐츠 제작 능력, 창의적인 사고보유 ○ 경력경로 및 비전 : 콘텐츠 제작사 등 직무별로 취업?창업    ※예) 웹툰?애니메이션 제작 프로듀서, 콘텐츠 제작자, 기획자 등"," ○ 총괄 매니저(2인) : 출퇴근 확인, 휴가 관리, 임금 집행, 파견 사업장 관리 등   ○ 교육 전담(1인) : 파견 기업과 참여자의 요구에 따라 필요한 교육 상시 제공   ○ 선임 멘토 : 파견 기업 근무자 또는 전년도 동일 뉴딜 사업 참여자 1:1 매칭  ○ 1인 1책상 및 의자, 컴퓨터 등 임차, 사무용품 배치  ○ 파견 기업에 따라 참여자 근무 환경 구성에 있어 필요한 시설, 장비 지원   ○ 참여자 명함 제작, 출입증 제공 등 정규직원과 비등한 대우 제공  ○ 대학 산학협력단 연계하여 캠퍼스 교육 시설 활용(강연장, 컴퓨터실 등)",02-2133-8508
우리동네 살림의 달인사업,자치구,도봉구,복지정책과,2020,복지,사회복지?보육?상담,자치구추긴,여성,8,10530,15,10,0,0,0,,20200302,20201231,"<사업목적> 경력단절 여성 등에게 정리수납자격증 취득을 위한 전문교육 및 실무기회(가정방문을 통한 정리수납컨설팅 및 서비스 등)를 제공하고, 저소득 가정방문을 통해 생활복지정보 등을 안내함으로써 이후 향후 정리수납전문가 등 가정방문을 통한 업종에 취업하여 활동할 수 있는 역량을 키울 수 있습니다.  ","<업무내용> ○ 관내 취약계층 방문을 통해 정리수납법 컨설팅 및 정리수납서비스 등 제공 ○ 안부확인 및 고독감 경감을 위한 말벗서비스 활동 ○ 주거공간 및 생활실태 점검을 통한 위험요소 제거 ○ 정리수납자격증(2급) 취득, 생활？복지정보 제공, 반찬 조리법등을 위한 교육 및 실습 참여 ○ 은둔형 청장년 1인가구 사회복귀 지원을 위한 치유학교 지원활동  ","<참여(우대)자격> 다음의 자격요건 중 하나 이상을 갖춘 자  ① 사회복지사 2급 이상, 요양보호사, 간호(조무)사, (보육 등)교사 자격증이 있는 자   ② 자원봉사시간 최근 5년 내 1,000시간 이상인 자  ③ 방문요양 등 유사사업 참여 경력(6개월 이상)이 있는 자  ",02-2091-3012
서울교통주치의,본청,교통실,교통운영과,2020,"환경,안전",환경?에너지?안전,시직접추진,청년,0,0,0,0,7,10530,7,7,20200302,20201130,"□ 사업목적  ○ 다양한 교통 문제의 선제적 대응을 위해 교통 현장에 기반한 조사 및 해결책 마련  ○ 참여자 대상 교통 분야 실무기회를 제공함으로써 전문성을 확보하고, 취업 가능성 제고  □ 사업내용  ○ 교통 개선 대상지점에 대한 실태조사 및 개선안 도출  ○ 교통사고 잦은 곳 등 현장 확인 및 유관기관 협의, 개선안 도출  ○ 교통관련시설 시민 불편사항 발굴 및 개선안 도출 ","□ 교통 개선 지점 정보수집 및 현장 조사, 개선안 검토  - 도로및 현장여건 현장조사 - 교통량조사 - 교통개선대책등 개발 계획 관련 주변 지역 현장조사  - 주행유도선(color Lane)설치 대상지 교통현장 조사 및 설치  - 타당성평가 (사전,사후 비교분석) -  Lane Diet 등 도로공간 재편 기술에 대한 조사 및 학술 연구  - PM 사업 시범대상사 도로 교통 현장조사  - 도로표지 관리시스템 과 현 도로 사호앙르 대조하여 도로 표지의 - 영문 표기 및 관리부서 오류 사항을 조사  - 매월 현장에서 교통안전시설물 오류 사항 점검","○ 자격요건     교통공학 전공 우대    대학교 관련학과를 졸업한 사람 (교통행정, 교통정책, 교통계획, 교통공학, 도시공학 등 해당업무와 관련된 학과)    한글, 엑셀 프로그램 가능자  컴퓨터 관련 자격증 소지자 우대  ◈참여대상: 만18세이상~39세이하 ◈우대사항: 교통 관련학과 졸업 또는 동등한 자격 소유자 우대  ◈근로조건: 주5일, 1일7시간 ◈임    금: 시급(10,530) ◈근로장소: 교통운영과 사무실 또는 현장 ◈근로기간: 20.03.02~20.11.30  ",02-2133-2453
도시공원 학술?기술용역 관리요원,본청,정원도시국,공원조성과,2020,"환경,안전",환경?에너지?안전,시직접추진,청년,8,10710,1,1,0,0,0,,20200302,20201231,"○ 도시자연공원구역에 대한 보전관리 및 보상계획 마련을 내용으로 하는 학술 기술용역의 자료 공정 관리, 용역보고회 개최 지원 등을 통해 해당 용역 성과품의     완성도 제고  ○ 도시공원 관련 학술 기술용역과 관련한 다양한 직무수행은 물론, 관련 용역보고회 준비 및 참여 등를 통한 현장경험을 바탕으로 관련 업체 취업 역량 배양  ○「도시자연공원 구역 보전관리 방안 수립용역」관련 자료 관리 및 보고회 개최 지원","○「도시자연공원구역 보전？관리방안 등 수립용역」성과품의 완성도 제고를 위해 용역 보고자료 수합？관리 등 다양한 직무 수행    - 전국 도시자연공원구역 현황 및 보전관리 사례 등 도시자연공원구역 관련 통계 작성？관리    - 용역업체의 각종 보고자료 검토정리 및 과업내용 적정 수행여부 관리,   ○ 용역과 관련한 각종 보고회(착수보고, 중간보고, 수시보고, 최종보고, 자문) 자료 정리？관리 및 회의 준비 등    - 착수보고자료(과업 세부수행 계획표 등), 공정보고 및 검토전문가 자문회의자료(해당 월 과업수행 내용과 다음달 과업수행 계획, 공정추진 현황 등),        중간보고자료(용역 세부추진계획 및 추진현황), 최종보고자료(용역 결과) 수합관리    - 용역 관련 각종 보고회 자료 정리 및 준비, 보고 장소 마련, 보고회 참여？청취 "," ○ 담당업무에 대한 전반적 이해와 관련분야 경험 경력, 각종 보고자료 정리관리를 위해 성실함 및 차분함, 원만한 조직생활을 위한 조직적응력 등  ○ 관련분야(조경,산림,원예,정원/화훼,도시계획 등) 2년이상 대학졸업자 또는 관련분야 경력자로서 컴퓨터프로그램    (엑셀, 캐드, 파워포인트 등) 및 그래픽툴(포토샵,일러스트 등) 활용 가능자  ◈참여대상: 만18세이상~39세이하 ◈우대사항: 컴퓨터프로그램(엑셀, 캐드, 파워포인트 등) 및 그래픽툴(포토샵,일러스트 등) 능통자 우대  ◈근로조건: 주5일,1일8시간 ◈임    금: 시급(10,530) ◈근로장소: 서울시 푸른도시국 공원조성과 사무실 ◈근로기간:  20.03.02~20.12.31  ",02-2133-2085
데이터 분석가 및 엔지니어 운영,본청,디지털도시국,스마트도시정책관 빅데이터담당관,2020,"교육,혁신",전기?전자?IT,시직접추진,청년,8,10530,10,10,0,0,0,,20200302,20201231,○ 사업목적 : 사업 참여자의 데이터 분석 및 관리 역량 강화  ○ 사업내용 : 빅데이터 캠퍼스 보유 데이터 시정활용을 위한 분석(DB 개선사항 발굴 포함)             빅데이터 캠퍼스 샘플 데이터 제작 및 ,"○ 빅데이터 캠퍼스 보유 데이터 활용 분석   - 빅데이터담당관 지정 과제 및 자율선정 과제 ○ 빅데이터 캠퍼스 DB 개선사항 발굴   - 데이터 조회 및 전처리 등 과정에서 데이터 정합성에 관한 문제를 발굴하고, 해당 데이터 오류 수정 지원   - 빅데이터 캠퍼스에서 개방중인 데이터 구조를 분석, 개선사항 발굴 ○ 캠퍼스 이용자 데이터 활용 지원   - 빅데이터 캠퍼스 데이터 분석 온라인 서비스를 위한 샘플 데이터 제작   - 분석 과정을 간소화하기 위한 템플릿을 제공하는 코드 갤러리 구축 ","자격요건  ○ 전산, 컴퓨터, 데이터 관련 학과 졸업자   - 자료구조, 데이터마이닝, 알고리즘, DB, 인공지능 등 관련 과목 9학점 이상 수강 필수  ◈참여대상: 만18세 이상 만39세 이하 ◈참여자격: 전산 컴퓨터 데이터 관련 학과 졸업자             (데이터마이닝, DB 등 관련 과목 9학점 이상 수강필수) ◈근로조건: 주5일, 1일8시간 ◈임    금: 시급 10,523원(주 연차수당 지급) ◈근로장소: 빅데이터 캠퍼스(마포구 에스플렉스센터) ◈근로기간: 20.03.02.~20.12.31. ",02-2133-4273
위기청소년 문화예술교육 청년인턴,자치구,도봉구,교육지원과,2020,"교육,혁신",교육,자치구추긴,청년,8,10530,2,2,0,0,0,,20200302,20201231,"<사업목적> ○ 위기 청소년을 위한 문화예술교육 활성화 ○ 청소년 자존감 회복 및 사회성 향상을 위한 동행 역할   ○ 위기청소년 전문가, 문화예술관련 기획자 일자리 창출  <사업내용> ○ 위기청소년을 위한 위탁형대안예술학교 학습관리 지도 상담, 교육코치 지원 ○ 청소년이용시설 내 위기청소년을 위한 문화예술프로그램 운영 기획 및 홍보 ○ 위기청소년 중 문화예술 재능 발굴 및 진로연계 프로그램 기획 운영","○ 역할 : 문화프로그램 기획 및 운영, 학습관리, 교육코치, 학습상담, 학습지도 등    - 위기청소년을 위한 위탁형대안예술학교 학습관리 지도 상담, 교육코치 지원    - 청소년이용시설 내 위기청소년을 위한 문화예술프로그램 운영 기획 및 홍보    - 위기청소년 중 문화예술 재능 발굴 및 진로연계 프로그램 기획 운영    - 직무역량 : 위기청소년에 대한 이해 및 소통능력, 기획력, 문화예술관련 능력 등 ○ 경력경로 및 비전 : 청소년 관련 전문가, 문화기획자로 성장 가능","○ 참여자격 : 문화예술관련학과 졸업자 및 사회복지사,상담,교육,청소년 관련학과 우대, 청소년지도에 열정과 관심이 있는 청년",02-2091-2365
공간정보구축사업,본청,디지털도시국,공간정보담당관,2020,"교육,혁신",전기?전자?IT,시직접추진,청년,8,10710,5,5,7,10710,45,38,20200302,20201130,○ 사업목적 - 공간정보 실무경험과 직무역량을 배양시켜 민간일자리 진입 촉진 - 도시의 효율적 관리를 위한 공간정보 융.복합 데이터 구축  ○ 사업내용 - 실내 공간정보 구축 - 도시시설물 공간정보 구축 - 공간정보분야 실무역량 배양 및 전문기술자격 취득,"○ 실내 공간정보 구축    - 서울시 소재 지하철 역사 등 주요 공공시설물 실내공간정보 구축(스케치업,포토샵,CAD,측량,검수)업무를 수행    - CAD 구축 : 주요 공공시설물 설계도면을 기준으로 2D 도면 제작    - 모델링 구축 : 3차원 실내공간 모델링(경로 및 속성 등 포함) 구축 등    - 측량검수 : 실내공간 모델링 및 데이터 정확도 검수를 위한 실내현황 측량 등    - 품질검수 : 실내공간 모델링 DB 품질검수, 작업일정 관리 등 ○ 도시시설물 공간정보 구축    - 공간(도형?속성)정보 서비스 기술을 공공시설물 관리에 결합시켜 새로운 가치를 창출    - 시설물 관리부서와 협업으로 공간정보를 구축하여 서울시정을 효율적으로 추진 ○ 공간정보분야 실무역량 배양    - 민간일자리 조사?분석 결과를 기반으로 업무를 추진    - 참가자들이 팀을 구성하여 기획 → 착수 → 추진 → 성과 등 전반적 업무 수행  ○ 국가기술자격 취득    - 현장 중심의 교육을 위해 공간정보분야 産-官-學 전문가를 강사로 초빙    - 취업에 필요한 전문기술 자격취득 교육 지원 ○ 맞춤형 일터교육    - NCS에 기반 기업채용에 대해 실질적인 적용능력을 배양","○ 근무형태: 전일근무 5명(1일 8시간), 파트타임 45명(1일 7시간) ○ 근무기준    - 파트타임 : 주 5일, 1일 7시간(09:00~17:00), 휴식 1시간(12~13시)    - 전일근무 : 주 5일, 1일 8시간(09:00~18:00), 휴식 1시간(12~13시) ○ 임금수준     - 서울시 생활임금 적용(시급 10,530원)    - 4대 보험가입    - 주,연차 지급 ○ 근무장소 : 공간정보구축사업장(서울시청 남산별관 3층)",02-2133-2856
유해거리 활성화를 위한 청년 공공디자인프로젝트,자치구,성북구,일자리경제과,2020,문화,문화?예술?디자인?방송,자치구추긴,청년,8,10530,5,5,0,0,0,,20200302,20201231,<사업목적> ○관 주도가 아닌 활동가 스스로 지역의 문제점을 발견하고 디자인을 이용한 다양한 사업을 통해 침체된 거리 활성화 ○디자이너?기획자 등 전문 인력으로 성장하고자 하는 청년들의 공공 프로젝트 진행 <사업내용> ○ 정릉?길음 권역의 침체된 거리를 활성화하기 위한 공공디자인 프로젝트 기획 ○ 프로젝트 예시 : 보행 중 스마트폰 사용 방지를 위한 정지선 설치 프로젝트,"<업무내용>  정릉?길음권역의 침체된 거리를 활성화하기 위한 자율적이고 능동적인 프로젝트를 통해 공익성과 공공성을 담은 공공디자인을 기획 ○ 사업을 위한 지역자원조사 ○ 청년활동공간 운영지원 ○ 프로젝트 기획 및 사업 운영     - 프로젝트 기획안 및 매월 추진실적 보고  ○ 프로젝트 디자인작업 및 설치물 제작 ○ 프로젝트 과정 및 결과물, 행사 등 홍보  <참여자격> ○ 모집대상 : 만 18세이상 ~ 39세 이하의 청년 (서울시민) ○ 직무역량 : 디자인 기술 필요, 창의력, 기획력, 협업능력 등 ○ 우대사항 : 영상. 디자인, 미술 관련 전공 학교를 졸업한자 또는 공공디자인 프로젝트 활동경험 6개월 이상 보유자","○ 근로기간 : 20년 3월 ~ 20년 12월 ○ 근로시간 : 1일 8시간, 주5일 근무 ○ 임      금 : 일급 84,240원 (시급 10,530원) ○ 근무장소 : 성북구 청년살이발전소 (정릉로23길 56)                    삼양로활력거점공간 (삼양로 31) ○ 참여자 지원 : 자치구 매니저 1명 배치, 참여자 취?창업활동 지원",02-2241-3993
보건환경실무 전문가 과정,사업소,보건환경연구원,식품의약품부 연구기획팀,2020,"환경,안전",환경?에너지?안전,시직접추진,청년,8,10530,51,40,0,0,0,,20200302,20201231,"1. 사업목적 ○  체계적인 교육을 통해 보건환경분야 현장실무 경험과 더불어 직무전문교육을 통한 전문가 역량을 배양, 관련분야 취업까지 성공적으로 연계되도록 지원  2. 사업내용 ○ 보건환경분야 측정분석업무 지원(기기분석 또는 미생물검사 등)  - 보건환경 측정분석을 위한 샘플링 업무 지원  - 보건환경 측정분석을 위한 제반 전처리 업무  - 보건환경 측정분석자료 및 DB관리 업무 ","○보건분야 측정분석업무 지원 - 기기분석 보조 및 시험 샘플링, 전처리, 측정분석자료 및 DB 관리업무  ○ 환경분야 측정분석업무 지원(기기분석 또는 현장 조사 등)  - 보건환경 측정분석을 위한 샘플링, 전처리, 측정분석자료 및 DB관리 업무","○참여대상: 만 18세 이상 ~ 39세이하 청년 - 이공계 2년제 졸업(예정) 이상(보건환경 관련 전공 및 관련 자격증 보유자 우대) - 보건분야: 보건관련 전공 및 관련 자격증 소지자 우대 - 환경건분야: 환경관련 전공 및 관련 자격증 소지자 우대  ○임금: 일급제(시간급 × 근무시간)    - 시급 10,530원(서울형 생활임금 적용)   ※ 식비 별도 지급 안함 ○근로시간: 1일 8시간, 주5일 (4대보험 의무가입) ○근로장소: 보건환경연구원 각 부서 및 강남농수산물검사소 및 강북농수산물검사소 ○근로기간: 2020년 3월 2일~12월 31일",02-570-3315
지역 기반 문화콘텐츠 리서치 및 축제 기획 문화PD,자치구,성북구,문화체육과,2020,문화,문화?예술?디자인?방송,자치구추긴,청년,8,10530,2,2,0,0,0,,20200302,20201231,"사업목적 ○ 지역 특화 문화콘텐츠 개발 및 축제 기획 등 현재 필요로 하는 청년문화기획자 양성 ○ 지역 내, 지역 간 연계를 통한 청년 네트워크 구축 ○ 지역 특화 문화기획을 통한 문화관광 및 지역경제 활성화 사업내용 ○ 지역 축제 기획 및 운영 ○ 지역 특화 콘텐츠 개발 및 관련 교육 ○ 지역 내, 혹은 지역 간 문화 콘텐츠 교류 및 네트워크 구성","○ 성북구(성북문화원)에서 진행하는 지역 축제 및 문화행사 기획 및 홍보 ○ 문화사업 전반에 대한 자료 수집 및 가공을 통한 콘텐츠 기획과 제작 ○ SNS, 홈페이지, 오프라인 등에 활용될 홍보자료 제작 ○ SNS 관리 및 모니터링, 공지사항/ FAQ 게시판 등 관리 ○ 문화예술단체 및 문화기관 협회 등과의 연계망 형성   ","○ 참여대상 : 만18세이상~만 39세 이하 청년 ○ 근무기간 : 20년 3월~20년 12월 ○ 근무시간 : 주5일, 1일 8시간 ○ 근무장소 : 성북문화원 ○ 급      여 : 1일 84,240원 ○ 우대조건 : 문화기획 및 축제 경험 1년 이상 보유자, PPT, 포토샵 등 사용가능자",02-2241-2655
